sex,Final.IGF.1,body.weight,pctFat,fem.dens,fem.circ,D1Mit64,D1Mit236,D1Mit7,D1Mit386,D1Mit14,D1Mit540,D1Mit17,D2Mit365,D2Mit323,D2MIT206,D2Mit395,D2MIT285,D2MIT113,D3Mit60,D3MIT131,D3MIT178,D3Mit230,D3Mit57,D3Mit19,D3Mit258,D4MIT104,D4Mit111,D4Mit15,D4Mit170,D4Mit42,D5Mit146,D5Mit66,D5Mit200,D5MIT88,D5Mit95,D5Mit143,D6Mit86,D6Mit74,D6Mit14,D6Mit52,D7Mit75,D7Mit228,D7MIT93,D7MIT7,D7Mit332,D7Mit259,D8Mit124,D8Mit292,D8MIT75,D8Mit200,D8Mit92,D9Mit90,D9Mit1001,D9Mit253,D9Mit1006,D9Mit259,D9Mit12,D9Mit151,D10Mit77,D10Mit126,D10MIT96,D10Mit14,D11Mit2,D11Mit188,D11MIT30,D11Mit213,D11Mit214,D12Mit169,D12Mit60,D12Mit201,D12Mit5,D12MIT133,D13Mit16,D13Mit88,D13Mit125,D16Mit132,D13Mit35,D14Mit98,D14MIT60,D14Mit5,D14Mit68,D14Mit75,D15MIT80,D15MIT143,D15Mit67,D15Mit242,D16Mit60,D16Mit5,D16Mit189,D16Mit86,D17Mit164,D17MIT175,D17Mit20,D17Mit39,D17Mit76,D18Mit64,D18Mit147,D18Mit123,D18Mit9,D18Mit4,D19Mit68,D19Mit40,D19MIT88,D19MIT17,D19MIT108
0,18.2,17.03,38.2,0.52,3.811,H,A,A,H,B,B,B,H,H,A,A,A,B,B,H,H,A,H,H,H,H,H,H,H,H,B,B,B,B,B,-,H,H,A,H,B,H,H,A,A,H,H,H,B,H,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,A,A,B,B,B,B,B,A,A,B,-,B,A,B,H,B,B,B,B,A,H,H,H,B,B,H,H,H,B,B,A,A,A,A,H,A,A,A,H,H
0,14.7,18.39,35.9,0.525,3.696,A,H,H,H,H,H,H,H,H,-,B,B,B,H,A,A,A,A,H,H,A,A,H,B,B,H,H,H,H,B,-,B,B,A,A,H,B,B,H,H,H,B,B,B,B,H,B,H,H,H,H,H,B,B,B,B,B,H,H,H,B,H,B,B,B,B,A,A,A,A,-,H,H,H,H,H,H,H,H,B,H,-,B,H,H,H,B,B,H,H,H,H,H,H,H,H,H,A,A,A
0,11.8,20.07,42.7,0.496,3.739,H,H,H,H,H,H,H,A,A,A,A,A,-,H,A,A,A,A,A,A,H,H,H,H,H,H,H,A,A,A,-,B,A,H,A,A,A,H,A,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,A,H,H,H,H,H,A,A,H,A,A,H,H,B,-,B,B,H,H,H,B,H,H,H,H,A,H,H,H,H,H,H,H,H,H,H,B,B,H,B,B,B,B,-
1,7.2,28.55,48.6,0.497,3.875,H,H,H,H,H,H,-,B,B,B,B,-,H,B,B,B,B,H,H,-,-,H,H,-,H,H,H,H,H,H,-,H,B,H,B,A,A,H,B,B,B,B,B,B,B,H,-,B,B,B,-,H,H,H,H,H,H,B,H,H,H,B,H,H,H,H,B,H,B,H,-,-,H,H,H,A,A,B,B,H,H,B,B,B,B,H,A,H,H,H,H,H,H,H,H,H,A,H,H,H
1,3.5,22.25,42.8,0.509,3.787,A,H,H,B,B,B,H,B,B,-,B,B,B,H,H,H,H,H,B,H,B,B,B,B,B,H,B,H,H,H,-,B,B,H,A,B,H,-,A,A,B,H,H,H,H,B,A,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,B,A,A,B,B,B,H,-,B,H,H,H,H,H,B,B,A,A,A,A,A,A,H,-,B,B
1,7.8,26.85,-,0.526,4.024,A,A,A,H,H,H,-,A,A,A,H,-,-,-,H,H,H,A,A,A,H,B,B,-,H,B,B,B,B,B,-,B,H,A,H,H,H,H,B,-,B,H,H,A,-,A,-,B,B,H,-,A,A,A,H,H,H,B,H,H,A,A,A,A,H,H,H,B,H,H,-,-,A,A,B,H,H,A,A,A,-,H,H,H,H,H,H,H,A,H,B,B,B,H,H,A,A,B,B,B
1,9.5,26.67,50,0.451,3.639,A,A,A,H,H,H,H,H,H,H,H,H,B,H,H,A,A,A,H,H,A,A,A,H,H,A,H,H,H,H,-,B,B,A,H,-,A,H,B,B,B,H,H,B,B,H,A,A,A,A,A,A,A,H,H,H,H,H,H,H,H,A,H,H,H,H,H,A,A,A,-,H,H,H,A,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,A,A,A,H,H,H,B,B,B,B
1,11.3,29.07,54.7,0.507,4.016,A,H,H,H,H,H,A,A,H,B,H,H,-,H,H,H,H,H,B,B,H,H,B,H,H,B,B,B,B,H,-,H,A,A,A,A,A,A,A,A,H,H,H,A,A,A,B,B,B,B,B,B,H,A,A,H,B,H,B,B,B,H,H,H,H,H,H,B,B,B,-,H,A,A,B,H,B,-,H,H,B,H,H,H,H,-,A,A,H,H,H,H,H,H,B,H,A,A,A,A
1,12.7,29.05,41.9,0.524,4.078,B,H,A,A,A,A,A,H,H,A,A,A,A,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,-,A,H,A,H,B,A,A,B,B,H,H,H,H,H,A,A,A,A,A,A,A,A,A,H,H,H,H,H,H,A,H,B,B,H,H,H,H,B,B,-,H,H,H,H,A,A,B,B,B,H,B,B,H,H,H,H,H,H,-,H,H,H,H,B,B,B,B,B,B
0,9.5,13.66,27.8,0.479,3.673,H,H,H,A,A,A,-,H,H,B,B,B,B,-,B,B,B,B,A,B,B,B,B,H,H,H,A,H,B,B,-,-,H,H,H,-,H,H,H,-,A,H,H,B,-,B,B,B,B,H,-,H,H,H,B,-,A,A,A,H,B,B,A,H,H,H,A,B,B,B,-,-,A,A,B,H,H,-,H,H,H,A,A,A,A,H,H,H,H,H,B,B,H,H,H,A,H,B,B,B
0,18.5,22.18,43.6,0.491,3.755,-,H,B,B,H,H,H,H,H,H,H,H,H,A,A,A,H,B,H,H,H,-,H,A,A,H,H,H,H,H,-,H,H,H,A,H,H,H,H,H,H,H,-,A,A,H,H,H,-,-,H,-,A,H,H,H,H,H,H,-,H,H,H,H,-,H,H,A,A,A,-,A,A,A,H,A,H,H,-,H,B,H,H,H,H,B,B,B,-,B,B,B,B,B,H,H,-,B,H,H
1,15.9,21.87,40.6,0.491,3.545,A,A,H,H,B,B,B,A,A,A,A,A,A,H,H,H,H,A,A,A,H,H,H,H,H,A,A,H,H,H,-,H,B,B,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,B,B,-,B,H,A,A,A,-,H,A,H,H,B,H,B,B,H,A,H,A,A,A,B,B,B,B,B,H,H,A,A,A,B,B,B,A,-
1,13,25.06,41.6,0.478,3.836,H,A,A,A,A,H,H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,H,A,A,A,A,A,-,H,H,H,A,H,H,H,H,H,H,H,H,A,A,H,B,B,B,B,H,H,H,H,H,B,B,H,B,B,H,H,B,B,B,B,H,H,H,H,-,B,H,H,A,H,H,B,B,H,A,H,H,H,H,B,B,B,B,H,A,H,H,B,B,A,A,A,A,A
1,22,29.85,44.5,0.489,3.875,H,H,H,H,B,B,B,B,B,B,B,B,-,H,H,H,H,H,H,H,A,A,A,H,H,B,B,B,B,B,-,H,A,H,H,H,B,B,B,-,H,H,H,H,A,A,H,H,H,H,B,B,H,H,H,-,A,H,B,B,B,B,H,H,H,H,A,B,H,H,-,H,A,H,A,H,H,B,B,B,H,H,H,B,B,A,H,H,H,H,A,A,A,A,A,B,B,B,H,-
1,21.4,31.1,43.7,0.476,3.923,B,B,B,B,H,H,A,H,H,A,A,H,H,H,H,H,A,A,H,H,H,B,B,H,H,H,B,H,H,H,-,A,A,B,B,A,A,H,A,H,H,H,H,H,H,A,H,H,H,H,H,H,B,A,A,H,H,H,A,A,A,H,A,A,A,A,B,H,B,B,-,H,B,B,B,H,H,H,H,H,B,A,H,H,H,A,A,A,A,-,A,A,A,A,A,H,H,H,H,-
1,-,27.52,47.5,0.499,3.663,A,A,H,H,B,B,H,B,B,B,B,B,H,A,A,A,B,B,B,B,H,H,H,A,A,B,B,B,B,-,-,B,B,H,H,A,A,H,A,H,B,H,H,B,B,B,H,H,H,H,H,B,H,A,-,B,B,H,H,H,B,B,A,A,H,H,B,B,B,B,-,H,B,B,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H
0,18.9,16.84,31.7,0.502,3.705,-,H,H,H,H,H,H,B,B,H,H,A,H,-,B,B,B,A,A,A,B,A,A,A,A,B,B,B,H,H,-,-,B,B,H,H,H,H,H,H,H,H,-,A,A,A,B,B,B,-,B,-,H,H,A,A,H,B,B,-,B,H,H,H,H,H,H,A,A,A,-,A,H,H,A,B,B,-,-,-,H,B,H,H,H,H,H,B,B,B,B,B,B,B,H,H,-,H,B,B
0,12.9,16.58,32.5,0.509,3.755,A,A,-,H,H,B,B,A,H,-,B,H,A,B,B,B,-,H,H,H,A,H,H,H,H,H,H,H,H,H,-,H,A,A,A,B,B,H,H,-,H,B,B,B,B,H,B,B,B,H,H,H,H,A,-,H,H,H,-,A,H,B,H,H,H,H,-,H,B,B,-,-,B,-,H,B,B,H,H,H,H,-,B,B,B,H,H,H,H,H,A,A,A,A,H,A,A,-,A,A
0,13.2,12.9,29.4,0.516,3.73,B,B,B,B,B,B,-,A,H,-,H,A,-,-,-,H,B,H,H,H,A,H,H,B,B,H,A,H,H,H,-,H,H,B,B,-,A,H,H,-,H,A,A,A,H,H,B,B,B,B,B,H,H,B,B,H,H,A,A,A,H,H,-,H,H,H,H,H,H,H,-,-,H,H,H,H,B,B,H,B,A,-,-,H,H,H,H,B,B,B,H,A,A,A,A,H,H,H,B,B
1,3.8,19.66,39.2,0.498,3.843,A,H,H,H,H,A,A,A,H,H,H,A,H,B,B,B,B,H,H,H,H,-,H,H,H,B,B,B,-,B,-,H,B,B,B,H,H,B,-,B,B,H,H,B,B,B,H,H,H,A,A,H,H,H,H,H,H,H,B,H,H,A,H,H,H,H,B,B,B,B,-,H,A,H,H,H,H,-,H,A,B,H,A,A,A,H,H,H,A,H,B,B,H,A,A,A,A,A,A,A
1,14.5,24.72,-,0.496,3.672,H,H,H,H,B,B,B,B,B,H,H,H,H,H,B,B,B,B,A,H,H,H,H,H,H,H,B,B,B,B,-,H,H,H,-,H,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,B,B,B,B,A,A,H,H,H,H,H,A,A,A,B,B,H,-,H,B,H,H,A,A,A,A,A,H,H,B,B,B,H,H,H,H,B,H,H,H,H,H,H,B,B,B,B
1,10.7,25.65,46.3,0.492,3.868,H,H,H,H,H,H,H,A,A,H,H,H,H,B,B,B,H,H,H,H,A,A,H,B,B,A,A,A,H,H,-,-,H,H,A,H,A,A,B,B,B,H,B,B,B,H,H,H,H,H,H,H,B,A,A,-,A,H,B,B,A,A,A,H,H,H,H,A,A,A,-,A,B,H,H,H,H,-,H,B,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,A,A,H,H
1,12.1,27.48,45,0.494,3.705,A,H,H,H,H,A,A,B,B,H,H,H,H,H,H,A,A,H,B,H,A,A,H,H,H,A,H,H,H,H,-,A,H,H,B,B,B,H,H,A,A,H,H,H,H,H,A,A,A,A,A,H,B,A,H,-,B,B,B,B,H,H,A,H,B,B,B,B,B,B,-,A,H,H,H,H,H,H,H,H,H,A,A,A,H,A,A,A,H,B,B,B,B,B,B,H,H,B,H,H
0,10.1,20.85,43.9,0.471,3.884,H,H,-,A,A,A,A,-,A,B,B,B,H,H,H,H,H,H,B,H,A,A,H,B,B,H,H,H,H,H,-,H,A,H,H,A,A,H,H,H,H,H,H,H,A,A,B,B,B,B,B,H,H,H,-,H,H,A,H,H,H,H,B,H,H,H,H,A,A,A,-,A,H,H,H,A,A,A,A,A,H,H,B,B,H,H,A,A,A,-,A,A,A,A,A,A,A,-,A,-
0,23,18.58,31.3,0.532,3.681,H,H,A,A,H,H,H,H,H,H,H,A,A,H,H,H,A,A,A,A,H,B,B,B,B,A,A,B,B,B,-,H,A,-,A,H,B,H,H,A,H,B,B,B,B,H,B,B,B,B,H,H,H,B,B,B,B,A,B,B,B,B,A,H,B,B,H,H,H,H,-,H,H,H,B,H,H,H,H,H,H,B,B,H,-,B,B,B,B,B,A,A,H,H,H,H,H,H,H,H
0,11.2,13.13,21.3,0.501,3.68,B,B,B,B,B,B,B,H,A,H,H,A,H,B,B,B,H,H,H,H,H,H,H,H,H,B,B,B,H,A,-,B,B,A,A,A,A,B,B,B,H,H,A,A,H,H,H,H,H,H,A,A,H,B,B,H,H,H,H,H,H,H,H,H,H,-,H,B,B,H,-,B,H,B,H,B,B,H,H,H,H,B,B,A,H,H,B,B,B,H,B,H,H,H,H,B,B,B,H,H
0,11,16.1,28.1,0.51,3.604,A,A,A,A,H,H,A,B,B,H,H,A,A,H,H,H,B,B,B,B,-,A,H,H,H,A,A,A,A,H,-,A,A,A,H,H,H,B,B,B,B,H,H,H,H,H,A,A,A,A,A,A,A,B,B,B,B,A,A,H,B,H,H,H,H,H,H,B,B,B,-,H,H,B,H,B,B,H,H,H,H,H,H,H,B,A,A,A,H,H,H,A,H,H,H,A,H,H,B,-
0,16.2,20.55,40.7,0.521,3.647,H,A,H,H,H,B,B,H,H,B,H,H,H,H,H,H,A,A,B,H,H,A,A,A,A,H,B,B,B,B,-,H,A,A,A,H,H,H,H,H,H,B,H,H,H,H,A,A,A,A,H,H,A,A,H,B,B,B,B,B,H,H,H,H,H,A,A,A,A,A,-,A,H,H,A,H,H,H,H,H,-,H,H,B,A,-,B,B,B,H,-,A,A,H,-,B,H,H,A,A
1,10.4,23.75,43.8,0.498,3.939,H,H,H,H,H,H,A,-,H,H,H,B,B,B,B,B,H,H,H,-,-,B,B,B,-,H,H,H,-,-,-,H,-,H,B,A,A,A,-,H,H,B,B,H,H,B,B,B,B,H,H,A,A,H,H,A,A,A,A,A,-,B,H,H,-,H,B,B,B,-,-,H,H,B,B,B,B,H,H,H,-,H,H,H,H,A,A,-,H,H,H,H,H,B,B,H,H,H,-,H
1,6,24.8,39.5,0.509,3.955,H,H,H,H,H,H,-,H,-,-,H,H,B,H,H,H,B,B,-,-,H,H,H,A,A,H,B,H,H,A,-,A,H,H,H,B,B,H,H,A,A,A,A,A,H,H,B,B,B,B,-,B,A,H,H,A,A,B,B,B,H,H,H,H,A,A,A,B,B,B,-,-,H,H,H,H,H,H,B,-,-,-,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H
1,14.5,29.08,46.5,0.471,3.647,B,B,B,-,-,B,B,-,A,H,H,B,H,H,H,H,A,H,H,H,H,H,-,H,H,-,B,-,H,H,-,A,A,A,-,H,H,H,H,B,B,H,H,H,B,B,H,-,H,H,H,B,B,H,H,H,H,A,A,-,-,-,A,A,A,-,A,-,-,-,-,A,-,H,-,H,-,H,B,H,H,H,H,-,A,H,A,-,H,H,B,B,-,B,H,H,H,H,-,A
1,12.3,21.89,-,0.444,3.738,A,B,B,B,B,B,B,-,H,H,H,H,-,-,A,H,H,H,A,H,B,H,H,A,A,H,H,H,H,H,-,-,H,H,H,H,H,A,A,A,A,H,H,H,H,H,A,A,A,A,A,A,B,H,H,H,H,A,A,A,H,H,H,H,A,A,A,A,A,A,-,H,B,H,H,H,A,-,H,H,-,A,A,H,H,B,B,B,H,H,H,H,H,H,H,H,B,B,B,B
0,9.6,16.93,31.6,0.495,3.795,A,A,H,H,A,A,A,-,A,H,H,H,H,B,B,H,H,H,H,H,B,B,B,B,B,A,B,B,B,B,-,H,H,A,B,B,B,B,B,B,H,A,A,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,A,A,H,H,H,H,B,B,B,H,-,H,A,A,B,A,H,H,A,A,H,H,H,B,B,B,B,B,B,B,A,A,A,H,B,A,A,A,H,H
0,8.1,22.62,39.6,0.526,3.755,H,H,H,B,B,B,B,H,H,H,H,H,H,A,A,A,A,A,H,A,H,-,A,H,H,H,B,H,H,H,-,-,H,A,H,-,A,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,H,H,A,-,H,B,-,B,A,A,A,A,A,A,A,H,H,H,-,A,H,H,A,H,H,-,A,H,-,B,B,B,B,H,A,A,A,A,H,H,H,H,H,A,A,A,A,A
0,10.6,19.5,32.6,0.518,3.962,H,B,B,B,H,H,H,A,A,H,H,H,H,A,A,A,A,A,B,B,B,B,B,A,A,H,H,H,H,H,-,H,H,A,A,H,H,B,B,B,H,H,A,H,H,B,A,A,A,H,A,A,A,H,H,-,H,H,A,A,A,H,B,B,B,H,H,H,H,H,-,H,H,H,B,H,H,H,H,H,B,A,A,A,H,B,B,B,B,B,H,B,B,B,B,H,B,H,H,H
0,17.7,20.04,29.9,0.504,3.955,H,H,H,A,H,H,H,H,A,H,H,H,H,A,A,H,H,H,H,H,H,A,H,H,H,B,B,H,H,H,-,H,H,A,B,H,H,H,H,A,H,H,H,B,H,H,A,A,A,A,A,B,H,H,H,-,A,H,H,H,H,H,H,H,H,H,H,B,B,H,-,H,B,B,H,B,H,A,H,H,H,H,H,H,H,B,B,B,H,A,A,H,H,H,H,A,A,H,B,-
1,-,14.95,26.6,0.47,3.82,H,H,H,H,A,A,A,B,B,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,-,H,H,A,H,B,B,B,B,B,H,H,H,A,H,H,B,B,B,B,B,B,H,H,H,H,H,A,A,H,H,H,H,H,A,A,A,H,H,A,-,A,B,B,B,B,B,A,A,A,H,H,H,B,B,H,H,B,B,B,A,A,A,A,H,B,B,B,B,B
0,15.1,15.89,28.4,0.593,3.54,B,B,B,B,H,H,-,B,H,H,H,H,H,-,H,H,H,B,B,B,A,A,A,A,H,A,A,H,B,B,-,B,B,-,H,-,H,H,A,H,H,H,A,H,A,A,H,A,A,A,A,A,A,B,B,H,-,B,B,B,B,B,A,A,H,H,H,H,H,H,-,-,A,A,A,H,B,H,H,H,H,A,H,H,-,B,B,B,B,H,H,B,B,B,B,H,H,H,A,A
0,9,15.69,33.1,0.527,3.755,H,A,-,A,H,H,B,A,A,H,H,B,B,H,-,H,B,B,B,B,A,A,H,B,B,B,H,H,A,A,-,H,B,H,B,A,H,H,H,H,A,B,B,H,H,H,H,H,H,H,H,A,A,A,-,H,-,B,-,A,A,A,-,H,A,A,H,H,A,A,-,A,A,A,H,A,H,B,B,B,B,B,-,A,-,H,H,B,B,B,-,A,A,A,-,H,A,-,H,-
0,9.8,18.25,36.4,0.49,3.899,A,A,A,A,A,A,A,H,A,H,H,H,B,B,B,B,H,H,A,A,B,B,B,B,B,B,B,B,-,-,-,H,H,H,H,H,A,A,-,H,H,H,H,H,A,A,B,B,B,B,B,B,H,B,B,H,A,H,H,H,A,H,H,H,B,B,H,H,H,B,-,A,B,B,B,H,H,H,H,H,A,-,B,B,B,A,A,A,A,-,H,H,H,H,H,H,H,H,A,A
0,7.4,17.09,42.1,0.493,3.474,H,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H,H,A,H,-,A,A,A,H,H,B,B,A,A,A,-,B,H,H,H,H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,H,A,H,H,H,H,H,B,B,B,B,B,B,B,B,B,-,A,A,A,A,H,H,H,H,A,B,H,H,A,A,A,H,H,H,-,A,A,A,A,H,B,B,H,H,H
0,10.3,23.5,41.5,0.484,4.024,H,H,A,A,A,A,H,H,H,H,H,H,H,A,A,A,A,A,H,H,H,-,H,H,H,H,H,H,B,H,-,B,B,H,A,A,A,H,B,B,H,A,A,A,A,B,A,A,-,A,A,H,H,H,H,H,A,H,H,H,H,H,B,B,B,B,B,B,B,H,-,H,B,H,H,H,H,H,H,H,B,B,B,B,B,A,A,A,-,-,A,A,H,H,B,H,B,B,B,B
1,9.4,20.89,-,0.486,3.851,-,H,H,H,H,H,H,A,A,H,H,H,A,H,H,H,H,H,H,H,B,H,H,A,A,A,A,A,A,H,-,H,H,H,-,H,A,H,H,H,H,B,-,A,A,A,H,H,H,-,B,-,H,B,B,H,A,B,H,A,-,A,A,H,H,H,H,B,B,B,-,-,A,B,H,B,B,B,-,H,H,H,H,H,H,-,B,-,B,B,H,-,B,B,B,H,-,B,B,B
1,17.5,31.66,46.5,0.481,3.993,H,H,H,H,H,H,H,-,B,H,H,A,-,A,A,H,H,H,A,H,H,B,A,A,A,B,A,A,A,A,-,-,H,A,H,A,A,A,H,B,B,H,B,H,H,H,H,H,H,H,B,B,H,H,H,H,B,H,H,H,H,H,H,H,H,H,B,B,B,H,-,H,H,H,A,H,A,-,H,H,B,H,H,H,A,H,H,H,H,H,-,B,B,H,-,H,H,A,A,A
0,9.7,18.67,37.4,0.513,3.731,A,A,A,A,A,A,-,H,A,A,A,A,H,-,A,A,A,H,B,-,H,H,B,B,B,A,A,A,H,H,-,H,H,A,H,-,H,H,H,-,H,B,H,H,A,H,A,A,A,A,-,H,H,A,A,A,A,H,H,A,A,A,B,B,-,B,B,B,B,H,-,-,H,H,B,H,H,B,A,A,B,B,B,B,B,-,B,B,A,A,B,B,B,-,H,H,A,A,H,H
0,11.9,20.81,43,0.508,3.852,A,A,H,H,H,H,-,B,B,B,B,B,B,-,A,A,A,A,A,-,B,A,H,A,A,H,A,A,A,A,-,-,A,A,H,-,B,H,H,-,B,H,B,B,-,B,H,B,B,B,-,B,B,-,H,-,B,A,H,H,H,B,A,A,-,A,H,H,H,H,-,-,B,B,H,B,B,B,H,H,H,A,A,A,A,A,A,A,A,H,H,A,H,-,H,H,A,A,H,H
0,8.5,13.89,25.1,0.454,3.755,A,A,B,B,H,A,H,-,H,A,A,H,H,B,H,B,B,H,H,H,H,B,A,B,B,B,B,H,H,H,-,B,B,A,H,-,H,H,B,B,B,B,H,A,H,B,H,H,H,A,H,H,H,H,H,-,H,A,H,H,H,H,A,A,-,A,A,B,H,H,-,-,B,B,A,B,H,B,B,H,H,H,B,B,H,B,B,B,B,A,A,H,H,-,B,H,A,A,A,A
0,12.2,17.99,-,0.5,3.915,H,H,-,H,H,H,-,-,H,H,H,H,H,-,H,H,B,B,B,B,H,H,H,H,H,B,B,B,H,H,-,H,H,A,H,-,B,B,B,-,B,H,H,H,H,H,A,A,A,H,H,H,B,B,B,-,H,H,H,A,A,H,H,H,-,H,B,H,H,H,-,-,B,H,H,H,A,A,A,A,B,H,H,H,H,B,B,H,H,H,H,H,H,B,B,A,A,A,A,-
0,10.9,19.7,40.2,0.526,3.655,H,B,B,B,B,B,B,-,H,H,H,H,A,-,B,B,H,A,H,A,H,H,A,A,A,B,B,H,H,H,-,-,A,A,A,H,H,B,B,B,H,H,B,B,B,H,-,A,A,A,H,H,H,H,H,A,A,A,H,H,H,H,B,B,H,H,H,H,H,H,-,H,H,H,A,H,A,-,B,B,A,A,A,A,A,H,H,H,H,H,H,H,H,-,H,H,H,B,B,B
0,13.5,17.68,37.2,0.51,3.804,H,H,H,B,B,B,B,-,B,H,H,H,H,B,B,B,H,H,H,H,B,A,H,H,H,B,B,H,H,-,-,B,H,A,B,H,H,H,A,A,A,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,A,A,A,A,A,A,H,H,H,H,H,A,A,A,-,A,A,H,H,H,H,H,A,A,A,H,H,H,H,H,H,H,H,H,H,H,H,-,B,B,H,H,A,A
1,10.3,28.34,40.4,0.469,4.078,H,H,A,A,A,A,H,-,H,A,A,A,A,H,H,H,H,H,H,H,H,H,B,B,B,A,H,H,H,H,-,B,B,A,B,-,A,A,H,H,H,H,A,A,A,A,-,H,H,H,H,H,H,H,H,B,B,A,A,B,B,B,H,H,-,B,B,H,H,B,-,B,A,H,B,H,H,H,H,H,A,B,B,H,H,A,A,H,H,H,B,B,H,-,H,H,H,H,H,-
1,6.5,29.03,48.5,0.487,3.939,H,H,H,H,H,B,-,B,B,B,B,B,B,B,B,B,H,H,B,B,A,B,A,H,H,B,B,B,B,-,-,A,A,A,A,-,H,A,A,-,H,H,H,H,H,A,H,H,H,H,H,A,H,H,B,H,H,H,H,H,H,H,H,H,H,H,A,H,H,H,-,-,B,H,A,H,A,H,H,B,B,B,B,B,B,B,H,H,A,-,H,H,A,-,A,A,A,H,H,H
1,11.7,22.9,45.4,0.536,3.828,H,H,B,B,B,B,-,B,B,B,B,A,-,-,H,H,H,H,H,-,A,H,B,B,H,H,H,-,B,-,-,-,H,A,A,-,A,H,H,-,-,A,A,A,-,H,H,H,H,A,-,A,A,-,-,-,B,H,-,-,B,B,H,H,-,H,A,B,B,B,-,-,B,B,B,B,B,H,H,H,-,A,-,H,B,-,H,H,H,H,H,H,H,H,H,B,B,A,-,-
1,17.2,24.75,41.5,0.514,3.714,H,H,A,A,A,H,H,-,A,A,H,-,H,A,H,H,H,H,H,H,H,H,H,B,B,H,B,A,A,A,-,H,H,A,A,H,H,B,H,A,-,H,H,B,B,B,H,H,H,H,H,H,H,H,-,H,H,H,B,-,B,H,H,H,-,H,B,A,A,A,-,-,B,H,H,H,H,B,H,H,B,B,H,H,-,-,B,H,H,H,H,H,H,B,B,B,H,H,H,H
0,10.9,19.06,38,0.479,3.713,B,H,H,A,H,H,H,-,H,-,H,-,H,B,B,B,H,A,A,A,H,B,A,H,H,H,H,B,B,H,-,B,B,H,B,H,H,B,-,H,-,H,H,B,H,H,B,B,B,B,H,H,H,B,B,B,B,A,A,H,H,H,H,A,A,A,A,H,-,H,-,-,A,H,A,H,H,A,H,H,H,-,H,H,-,-,A,A,A,A,H,B,B,H,H,H,H,H,A,A
0,8.9,13.32,28.6,0.455,3.836,H,H,H,H,H,H,H,-,B,-,B,-,-,B,H,H,H,H,A,H,A,-,A,H,H,B,B,B,A,A,-,-,H,A,A,B,B,B,B,B,-,A,A,A,H,H,H,H,H,A,A,A,A,A,A,A,A,H,H,H,H,B,B,B,-,H,H,H,B,B,-,-,B,H,A,H,H,-,A,A,H,B,B,B,-,H,H,H,B,B,H,A,A,A,A,A,A,A,A,-
0,12.7,15.62,26.1,0.503,3.747,H,A,A,A,H,H,-,A,A,A,A,A,A,H,H,H,A,A,H,H,H,H,H,H,H,H,H,B,-,-,-,A,H,A,A,B,H,H,-,H,-,H,H,H,H,H,B,B,B,B,-,H,A,B,B,A,A,B,A,A,A,H,H,H,-,H,H,B,B,H,-,-,H,H,H,H,B,B,H,H,A,H,H,H,-,-,H,B,B,H,A,A,A,A,A,H,H,H,H,H
0,10.7,14.09,25.2,0.486,3.604,A,A,H,H,H,H,-,-,H,H,-,-,-,H,H,A,A,H,B,-,H,B,A,H,A,H,H,H,H,H,-,-,A,H,H,B,B,H,H,-,A,B,B,B,-,B,B,H,H,H,-,B,B,-,H,-,H,H,H,H,B,H,A,A,-,A,A,H,H,H,-,-,B,H,A,H,A,-,B,B,H,H,H,-,-,-,H,A,A,A,H,H,H,-,H,H,H,H,B,-
1,13.3,27.21,46.8,0.502,4.101,H,H,B,H,H,B,B,A,A,A,H,-,B,H,H,B,B,H,H,H,H,A,B,H,H,H,H,H,H,H,-,A,H,A,H,A,A,H,-,H,H,H,A,H,H,H,B,B,B,B,B,H,H,H,H,-,B,H,H,H,H,H,H,H,-,B,B,H,H,H,-,-,H,H,B,H,A,H,H,H,A,A,A,A,-,-,A,A,A,A,H,H,H,-,B,H,H,H,B,B
